gene,drug,score,source
CD9,DESIPRAMINE,0.0304,SURFACE
CD9,MILNACIPRAN,0.1695,SURFACE
CD9,"PAROXETINE HYDROCHLORIDE, HEMIHYDRATE",0.0475,SURFACE
CD9,TYROSINE KINASE INHIBITOR,0.0913,SURFACE
CD9,DOXEPIN HYDROCHLORIDE,0.027,SURFACE
CD9,NORZOTEPINE,0.5932,SURFACE
CD9,VILAZODONE HYDROCHLORIDE,0.1186,SURFACE
CD9,THERAPEUTIC ANDROGEN,0.1396,SURFACE
CD9,DESVENLAFAXINE SUCCINATE,0.1483,SURFACE
CD9,LEVOMILNACIPRAN,0.1977,SURFACE
CD9,SIBUTRAMINE,0.1318,SURFACE
CD9,PROTRIPTYLINE,0.1318,SURFACE
CD9,PHENELZINE,0.0847,SURFACE
CD9,DOTHIEPIN,0.1186,SURFACE
CD9,SERTRALINE HYDROCHLORIDE,0.0593,SURFACE
CD9,RECOMBINANT EOTAXIN,0.3955,SURFACE
CD9,FLUOXETINE HYDROCHLORIDE,0.0424,SURFACE
CD9,VENLAFAXINE,0.0989,SURFACE
CD9,IL-5,0.4746,SURFACE
CD9,IBOGAINE,1.1864,SURFACE
CD9,[3H]PAROXETINE,1.1864,SURFACE
CD9,FLUVOXAMINE,0.0913,SURFACE
CD9,AMITRIPTYLINE HYDROCHLORIDE,0.0264,SURFACE
CD9,ZOTEPINE,0.0742,SURFACE
CD9,LOFEPRAMINE,0.2966,SURFACE
CD9,TRIMIPRAMINE,0.036,SURFACE
CD9,DAPOXETINE,0.5932,SURFACE
CD9,CITALOPRAM,0.0339,SURFACE
CD9,THERAPEUTIC STEROID HORMONE,0.2966,SURFACE
CD9,TOLUDESVENLAFAXINE,0.3955,SURFACE
CD9,ATOMOXETINE HYDROCHLORIDE,0.1483,SURFACE
CD9,VORTIOXETINE HYDROBROMIDE,0.0913,SURFACE
CD9,NORTRIPTYLINE,0.0371,SURFACE
CD9,DULOXETINE HYDROCHLORIDE,0.0456,SURFACE
CD9,HERBIMYCIN A,0.2966,SURFACE
CD9,LIF,0.2966,SURFACE
CD9,NEFAZODONE,0.0847,SURFACE
CD9,PROPIONIBACTERIUM ACNES,1.1864,SURFACE
CD9,ZIPRASIDONE,0.0383,SURFACE
CD9,IMIPRAMINE HYDROCHLORIDE,0.0593,SURFACE
CD9,AMOXAPINE,0.0791,SURFACE
CD9,CLOMIPRAMINE,0.0312,SURFACE
CD9,RECOMBINANT INTERLEUKIN-16,2.3729,SURFACE
CD9,LUMATEPERONE,0.1695,SURFACE
CDKN2A,RIBOCICLIB,0.5179,DRIVER
CDKN2A,PACLITAXEL,0.0339,DRIVER
CDKN2A,ULIXERTINIB,0.3729,DRIVER
CDKN2A,ALVOCIDIB,0.1776,DRIVER
CDKN2A,PF-04691502,0.3107,DRIVER
CDKN2A,ILORASERTIB,0.0161,DRIVER
CDKN2A,VEMURAFENIB,0.2016,DRIVER
CDKN2A,RONICICLIB,0.0666,DRIVER
CDKN2A,CETUXIMAB,0.1008,DRIVER
CDKN2A,SAPANISERTIB,0.1621,DRIVER
CDKN2A,TEMOZOLOMIDE,0.1776,DRIVER
CDKN2A,PF-00477736,0.9322,DRIVER
CDKN2A,HMN-214,1.8644,DRIVER
CDKN2A,MILCICLIB,0.339,DRIVER
CDKN2A,POLO-LIKE KINASE 1 INHIBITOR GSK461364,1.8644,DRIVER
CDKN2A,COBIMETINIB,0.1963,DRIVER
CDKN2A,GEMCITABINE,0.0405,DRIVER
CDKN2A,PANITUMUMAB,0.0932,DRIVER
CDKN2A,BUPARLISIB,0.1492,DRIVER
CDKN2A,"(10R)-10-METHYL-3-(6-METHYLPYRIDIN-3-YL)-9,10,11,12-TETRAHYDRO-8H-[1,4]DIAZEPINO[5',6':4,5]THIENO[3,2-F]QUINOLIN-8-ONE",1.2429,DRIVER
CDKN2A,SIROLIMUS,0.0643,DRIVER
CDKN2A,CARBOPLATIN,0.0434,DRIVER
CDKN2A,PALBOCICLIB,1.0236,DRIVER
CDKN2A,EVEROLIMUS,0.1097,DRIVER
CDKN2A,LETROZOLE,0.1036,DRIVER
CDKN2A,TRAMETINIB DIMETHYL SULFOXIDE,0.2777,DRIVER
CDKN2A,DABRAFENIB,0.2762,DRIVER
CDKN2A,ABEMACICLIB,0.785,DRIVER
ADAM10,GI254023X,1.6314,SURFACE
ADAM10,MARIMASTAT,0.435,SURFACE
ADAM10,ILOMASTAT,0.1305,SURFACE
ADAM10,2-OLEOYL-LPA,0.8157,SURFACE
ADAM10,COMPOUND 83 [PMID: 23888932],3.2627,SURFACE
ADAM10,INCB7839,1.6314,SURFACE
ADAM10,CXCL17,3.2627,SURFACE
ADAM10,ADERBASIB,1.6314,SURFACE
ADAM10,CID2745687,1.0876,SURFACE
ADAM10,ZAPRINAST,0.251,SURFACE
ADAM10,FUROSEMIDE,0.1813,SURFACE
ADAM10,KYNURENIC ACID,0.8157,SURFACE
ADAM10,PAMOIC ACID,1.6314,SURFACE
ADAM10,LODOXAMIDE TROMETHAMINE,3.2627,SURFACE
ADAM10,COMPOUND 25 [PMID: 18068976],3.2627,SURFACE
ADAM10,BUMETANIDE,0.1813,SURFACE
ABCA1,MRS1066,0.502,SURFACE
ABCA1,PBF-509,0.251,SURFACE
ABCA1,CYCLOSPORINE,0.0115,SURFACE
ABCA1,"4-{2-[(7-AMINO-2-FURAN-2-YL[1,2,4]TRIAZOLO[1,5-A][1,3,5]TRIAZIN-5-YL)AMINO]ETHYL}PHENOL",0.1004,SURFACE
ABCA1,MRS1084,0.502,SURFACE
ABCA1,PRELADENANT,0.1004,SURFACE
ABCA1,MRE 3008F20,0.1255,SURFACE
ABCA1,FK-453,0.1004,SURFACE
ABCA1,CPX,0.251,SURFACE
ABCA1,METRIFUDIL,0.502,SURFACE
ABCA1,SCH 58261,0.0717,SURFACE
ABCA1,MRS1065,0.502,SURFACE
ABCA1,BIHELICAL APOA-I MIMETIC PEPTIDE 5A,0.502,SURFACE
ABCA1,MRS923,0.502,SURFACE
ABCA1,CVT-6883,0.0456,SURFACE
ABCA1,NECA,0.0558,SURFACE
ABCA1,MRS1191,0.1255,SURFACE
ABCA1,LAS38096,0.0456,SURFACE
ABCA1,FLAVONE,0.0837,SURFACE
ABCA1,CCPA,0.1255,SURFACE
ABCA1,MRS1088,0.251,SURFACE
ABCA1,2-CHLOROADENOSINE,0.0456,SURFACE
ABCA1,"(R,S)-PHPNECA",0.1673,SURFACE
ABCA1,VISNAGIN,0.1673,SURFACE
ABCA1,APNEA,0.251,SURFACE
ABCA1,CGS 21680,0.0717,SURFACE
ABCA1,GR79236,0.502,SURFACE
ABCA1,PRAVASTATIN SODIUM,0.0558,SURFACE
ABCA1,MORIN,0.502,SURFACE
ABCA1,MEFLOQUINE,0.1673,SURFACE
ABCA1,GALANGIN,0.0627,SURFACE
ABCA1,REGADENOSON ANHYDROUS,0.0837,SURFACE
ABCA1,PICLIDENOSON,0.0717,SURFACE
ABCA1,MRS1086,0.502,SURFACE
ABCA1,ATL802,0.1255,SURFACE
ABCA1,APADENOSON,0.1255,SURFACE
ABCA1,SCH442416,0.0717,SURFACE
ABCA1,MRS1093,0.251,SURFACE
ABCA1,MRS1042,0.251,SURFACE
ABCA1,BAY 60-6583,0.1255,SURFACE
ABCA1,VIPADENANT,0.1004,SURFACE
ABCA1,MRS3558,0.1004,SURFACE
ABCA1,ISTRADEFYLLINE,0.1004,SURFACE
ABCA1,THEOPHYLLINE,0.0186,SURFACE
ABCA1,CGS 15943,0.0456,SURFACE
ABCA1,LJ-4517,0.251,SURFACE
ABCA1,CLOPIDOGREL,0.0287,SURFACE
ABCA1,PENECA,0.1673,SURFACE
ABCA1,MRS1754,0.1255,SURFACE
ABCA1,(R)-PIA,0.0627,SURFACE
ABCA1,CAFFEINE,0.0136,SURFACE
ABCA1,ROLOFYLLINE,0.1004,SURFACE
ABCA1,KF26777,0.1255,SURFACE
ABCA1,BINODENOSON,0.1004,SURFACE
ABCA1,TONAPOFYLLINE,0.0627,SURFACE
ABCA1,(S)-PIA,0.1255,SURFACE
ABCA1,GS9667,0.1004,SURFACE
ABCA1,DAUNORUBICIN LIPOSOMAL,0.011,SURFACE
ABCA1,CV-1674,0.502,SURFACE
ABCA1,TCPA,0.1255,SURFACE
ABCA1,LUF7602,0.1673,SURFACE
ABCA1,N(6)-CYCLOHEXYLADENOSINE,0.1673,SURFACE
ABCA1,DPCPX,0.1004,SURFACE
ABCA1,MRS1041,0.251,SURFACE
ABCA1,SAKURANETIN,0.1673,SURFACE
ABCA1,KF 17837S,0.502,SURFACE
ABCA1,LUF5981,0.1255,SURFACE
ABCA1,MSX-2,0.1255,SURFACE
ABCA1,HEMADO,0.1255,SURFACE
ABCA1,MRS1132,0.502,SURFACE
ABCA1,CIFORADENANT,0.251,SURFACE
ABCA1,ST-1535,0.1004,SURFACE
ABCA1,PSB-11,0.1673,SURFACE
ABCA1,NAMODENOSON,0.0837,SURFACE
ABCA1,MRS5151,0.1673,SURFACE
ABCA1,IMARADENANT,0.1255,SURFACE
ABCA1,TOZADENANT,0.251,SURFACE
ABCA1,[3H]CGS 21680,0.502,SURFACE
ABCA1,CGS 24012,0.502,SURFACE
ABCA1,ATORVASTATIN CALCIUM TRIHYDRATE,0.0274,SURFACE
ABCA1,COMPOUND 10 [PMID: 31306001],0.251,SURFACE
ABCA1,MRE 2029F20,0.1255,SURFACE
ABCA1,PROBUCOL,0.7529,SURFACE
ABCA1,CYCLOPENTYLADENOSINE,0.0627,SURFACE
ABCA1,COMPOUND 4G [PMID: 22220592],0.502,SURFACE
ABCA1,CV-1808,0.251,SURFACE
ABCA1,DERENOFYLLINE,0.1004,SURFACE
ABCA1,DOXORUBICIN HYDROCHLORIDE,0.0068,SURFACE
ABCA1,PSB-10,0.1673,SURFACE
ABCA1,[3H]ZM 241385,0.251,SURFACE
ABCA1,PSB603,0.1255,SURFACE
ABCA1,XANTHINE AMINE CONGENER,0.0837,SURFACE
ABCA1,CPFPX,0.251,SURFACE
ABCA1,PSB36,0.1673,SURFACE
ABCA1,ADENOSINE,0.0335,SURFACE
ABCA1,2-HEXYNYL-NECA,0.1255,SURFACE
ABCA1,SIMVASTATIN,0.0301,SURFACE
ABCA1,FENOFIBRATE MICRONIZED,0.0386,SURFACE
ABCA1,AB-MECA,0.251,SURFACE
ABCA1,"UK-432,097",0.251,SURFACE
ABCA1,MRS928,0.251,SURFACE
ABCA1,ROSUVASTATIN,0.0418,SURFACE
ABCA1,ETRUMADENANT,0.1673,SURFACE
ABCA1,MRS1523,0.0837,SURFACE
ACE,SALVIANOLIC ACID B,0.4424,MUT
ACE,CANDOXATRIL,0.5899,MUT
ACE,CILAZAPRIL,4.4241,MUT
ACE,TP0556351,0.1475,MUT
ACE,PRAVASTATIN SODIUM,0.1639,MUT
ACE,SILDENAFIL,0.1609,MUT
ACE,GEMFIBROZIL,0.1361,MUT
ACE,RESCINNAMINE,0.5309,MUT
ACE,SPIRAPRIL,1.3272,MUT
ACE,INDOMETHACIN,0.0442,MUT
ACE,HYDROCHLOROTHIAZIDE,0.1154,MUT
ACE,ARGIPRESSIN,0.0681,MUT
ACE,METOPROLOL,0.2722,MUT
ACE,DELAPRIL,1.7696,MUT
ACE,ACETYLCHOLINE,0.2949,MUT
ACE,THERAPEUTIC GLUCOCORTICOID,0.052,MUT
ACE,IMIDAPRIL,0.2212,MUT
ACE,MALATHION,0.1475,MUT
ACE,MOEXIPRIL,1.3272,MUT
ACE,VORINOSTAT,0.0316,MUT
ACE,ILEPATRIL,0.8848,MUT
ACE,RXP470.1,0.8848,MUT
ACE,CGS-27023A,0.2212,MUT
ACE,NITROPRUSSIDE,0.8848,MUT
ACE,ENALAPRILAT ANHYDROUS,0.8848,MUT
ACE,TORSEMIDE,0.1475,MUT
ACE,ATORVASTATIN CALCIUM TRIHYDRATE,0.0322,MUT
ACE,FOSINOPRIL,1.3272,MUT
ACE,FUROSEMIDE,0.1475,MUT
ACE,TEMOCAPRIL HYDROCHLORIDE,0.8848,MUT
ACE,BENAZEPRIL HYDROCHLORIDE,0.4424,MUT
ACE,CARBARIL,0.1264,MUT
ACE,BUPROPION HYDROCHLORIDE,0.1041,MUT
ACE,QUINAPRIL,0.8848,MUT
ACE,COMPOUND 1 [PMID: 24900526],0.8848,MUT
ACE,COMPOUND 20 [PMID: 22153340],0.8848,MUT
ACE,BUMETANIDE,0.0983,MUT
ACE,GALLOPAMIL,0.2949,MUT
ACE,FLUOXETINE HYDROCHLORIDE,0.0632,MUT
ACE,AZD6605,0.2212,MUT
ACE,FOSINOPRIL SODIUM,0.8848,MUT
ACE,PERINDOPRIL,1.1797,MUT
ACE,ENALAPRIL MALEATE,0.6985,MUT
ACE,ILOMASTAT,0.0354,MUT
ACE,CAPTOPRIL,1.8377,MUT
ACE,LISINOPRIL ANHYDROUS,0.4424,MUT
ACE,ASPIRIN,0.0199,MUT
ACE,AZD1236,0.4424,MUT
ACE,BENAZEPRIL,0.4424,MUT
ACE,ENZYME INHIBITOR,0.1475,MUT
ACE,TRANDOLAPRIL,0.7078,MUT
ACE,DESERPIDINE,0.6636,MUT
ACE,COMPOUND 5  [PMID: 24900526],0.8848,MUT
ACE,SPIRAPRIL HYDROCHLORIDE,0.8848,MUT
ACE,PERINDOPRIL ARGININE,0.8848,MUT
ACE,QUINAPRIL HYDROCHLORIDE,0.2949,MUT
ACE,RAMIPRIL,0.5899,MUT
ACE,MOEXIPRIL HYDROCHLORIDE,0.8848,MUT
ACE,ALACEPRIL,0.8848,MUT
CD63,COMPOUND 6B [PMID: 22749870],26.1019,SURFACE
CD63,NONSTEROIDAL ANTIINFLAMMATORY DRUG,3.0708,SURFACE
CD74,DIOA,2.6102,SURFACE
CD74,MILATUZUMAB,41.763,SURFACE
CD74,VU0240551,10.4408,SURFACE
CD74,REPOTRECTINIB,0.7458,SURFACE
CD74,PLATINUM,1.0441,SURFACE
ADD3,3-HYDROXY CAPRIC ACID,2.6102,SURFACE
ADD3,3-HYDROXYLAURIC ACID,2.6102,SURFACE
ADD3,DL-175,2.6102,SURFACE
ADD3,"6-NONYLPYRIDINE-2,4-DIOL",2.6102,SURFACE
ADD3,ZQ-16,2.6102,SURFACE
ADD3,OX04529,2.6102,SURFACE
ADD3,6-N-OCTYLAMINOURACIL,2.6102,SURFACE
ADD3,PSB-17365,2.6102,SURFACE
ADD3,UNDECANOIC ACID,2.6102,SURFACE
ADD3,2-HYDROXY CAPRIC ACID,2.6102,SURFACE
ADD3,SETOGEPRAM,1.3051,SURFACE
ADD3,LAURIC ACID,2.6102,SURFACE
ADD3,PSB-1584,2.6102,SURFACE
ADD3,2-HYDROXYLAURIC ACID,2.6102,SURFACE
ADD3,DECANOIC ACID,2.6102,SURFACE
ADD3,EMBELIN,0.174,SURFACE
ADD3,PBI-4547,2.6102,SURFACE
ADD3,DIM,2.6102,SURFACE
ADD3,PSB-16434,2.6102,SURFACE
ADD3,GLPG1205,2.6102,SURFACE
CDC42BPA,PF-562271,0.0439,SURFACE
CDC42BPA,ALSTERPAULLONE,0.0913,SURFACE
CDC42BPA,LAUROGUADINE,0.1695,SURFACE
CDC42BPA,COMPOUND 11D [DOI: 10.1039/C0MD00194E],2.3729,SURFACE
CDC42BPA,DASATINIB ANHYDROUS,0.0624,SURFACE
CDC42BPA,GSK-269962A,0.1079,SURFACE
CDC42BPA,CENISERTIB,0.0402,SURFACE
CDC42BPA,NVP-TAE684,0.0461,SURFACE
CDC42BPA,PHA-767491,0.0719,SURFACE
CDC42BPA,RKI-1447,0.5932,SURFACE
CDC42BPA,KENPAULLONE,0.0989,SURFACE
BTD,AGMATINE,3.0708,MUT
BTD,ASPIRIN,0.0345,MUT
BTD,ARCAINE,3.0708,MUT
BTD,GMQ,0.7677,MUT
BTD,DICLOFENAC SODIUM,0.0903,MUT
BTD,NS383,1.5354,MUT
BTD,UGR 9-1,3.0708,MUT
BTD,ZN2+,0.1396,MUT
BTD,H+,0.2362,MUT
BTD,LYSOPHOSPHATIDYLCHOLINE,0.7677,MUT
BTD,NAFAMOSTAT,0.2792,MUT
BTD,SALICYLIC ACID,1.0236,MUT
BTD,AMILORIDE,0.1806,MUT
BTD,A-317567,1.5354,MUT
BTD,DIMINAZENE,1.0236,MUT
BTD,GD3+,0.3839,MUT
BTD,APETX2,3.0708,MUT
APOD,RWJ-56110,6.5255,SURFACE
APOD,F16357,6.5255,SURFACE
APOD,TFLLR-NH2,6.5255,SURFACE
APOD,SCH-79797,6.5255,SURFACE
APOD,ATOPAXAR,3.2627,SURFACE
APOD,RETINOIC ACID AGENT,0.421,SURFACE
APOD,[3H]HATRAP,6.5255,SURFACE
APOD,VORAPAXAR,1.6314,SURFACE
ARID5B,HALOPERIDOL DECANOATE,0.4579,SURFACE
ARID5B,GLUCARPIDASE,4.9718,SURFACE
ARID5B,IMATINIB,0.4834,SURFACE
ATP1A2,OLANZAPINE,0.1963,MUT
ATP1A2,DESLANOSIDE,0.7458,MUT
ATP1A2,DIGITOXIN,0.3925,MUT
ATP1A2,ACETYLDIGITOXIN,0.8286,MUT
ATP1A2,DIGOXIN,0.2193,MUT
ATP1A2,LANATOSIDE C,0.4972,MUT
ATP1A2,ISTAROXIME,0.8286,MUT
ASPH,WARFARIN,0.1507,SURFACE
ASPH,LY404187,0.6215,SURFACE
ASPH,[3H]AMPA,0.4972,SURFACE
ASPH,CYCLOTHIAZIDE,0.2762,SURFACE
ASPH,TEZAMPANEL ANHYDROUS,0.6215,SURFACE
ASPH,ARGIOTOXIN,0.6215,SURFACE
ASPH,[3H]CNQX,0.6215,SURFACE
ASPH,PIRACETAM,0.4972,SURFACE
ASPH,S18986,0.6215,SURFACE
ASPH,CX516,0.6215,SURFACE
ASPH,NBQX,0.1554,SURFACE
ASPH,ATPO,0.6215,SURFACE
ASPH,ANIRACETAM,0.2762,SURFACE
ASPH,GYKI53655,0.6215,SURFACE
ASPH,JORO SPIDER TOXIN,0.8286,SURFACE
ASPH,FLUORO-WILLARDIINE,0.6215,SURFACE
ASPH,IDRA-21,0.6215,SURFACE
ASPH,LY503430,0.6215,SURFACE
ASPH,CX546,0.6215,SURFACE
ASPH,GYKI53784,0.3107,SURFACE
ASPH,LY392098,0.6215,SURFACE
B2M,THYROGLOBULIN,8.7006,SURFACE
B2M,AMIKACIN,3.7288,SURFACE
B2M,ANTI-PD-L1 MONOCLONAL ANTIBODY,3.2627,SURFACE
B2M,PEMBROLIZUMAB,0.3955,SURFACE
CD47,MAGROLIMAB,5.8004,SURFACE
CD47,THROMBOSPONDIN 1,1.9335,SURFACE
CD47,ANTI-CD47 MONOCLONAL ANTIBODY CC-90002,5.8004,SURFACE
CD47,EVORPACEPT,5.8004,SURFACE
CD47,EVORPACEPT,11.6008,SURFACE
CD47,MAGROLIMAB,5.8004,SURFACE
CD47,ONTORPACEPT,5.8004,SURFACE
CD47,ONTORPACEPT,5.8004,SURFACE
CD47,ABT-510,1.4501,SURFACE
CCT3,BEVACIZUMAB,1.3051,SURFACE
CCT3,RANIBIZUMAB,17.4013,SURFACE
ANXA1,METHYLPREDNISOLONE,0.0659,SURFACE
ANXA1,EFWSLAAPQRF-NH2,0.5932,SURFACE
ANXA1,BIBP3226,0.3955,SURFACE
ANXA1,FLUMETHASONE PIVALATE,0.2966,SURFACE
ANXA1,PANCREATIC POLYPEPTIDE,0.5932,SURFACE
ANXA1,ST 638,2.3729,SURFACE
ANXA1,NEUROPEPTIDE FF,0.5932,SURFACE
ANXA1,BETAMETHASONE,0.1186,SURFACE
ANXA1,PHORBOL 12-MYRISTATE 13-ACETATE,0.1582,SURFACE
ANXA1,DIFLORASONE DIACETATE,0.1977,SURFACE
ANXA1,PREDNISOLONE,0.0424,SURFACE
ANXA1,RFRP-3,0.5932,SURFACE
ANXA1,ALCLOMETASONE,0.2966,SURFACE
ANXA1,CLOBETASOL,0.2966,SURFACE
ANXA1,RIMEXOLONE,0.2373,SURFACE
ANXA1,1DME,0.5932,SURFACE
ANXA1,DEXAMETHASONE,0.0419,SURFACE
ANXA1,[125I]EYF,1.1864,SURFACE
ANXA1,PREDNICARBATE,0.2966,SURFACE
ANXA1,DNPA,1.1864,SURFACE
ANXA1,[3H]EYF,1.1864,SURFACE
ANXA1,TRIAMCINOLONE,0.0516,SURFACE
ANXA1,4-PHENYLENEDIAMINE,0.339,SURFACE
ANXA1,CLOCORTOLONE,0.2373,SURFACE
ANXA1,TETRADECANOYLPHORBOL ACETATE,0.0516,SURFACE
ANXA1,HYDROCORTISONE BUTYRATE,0.0565,SURFACE
ANXA1,TRASTUZUMAB,0.0439,SURFACE
ANXA1,DESOXIMETASONE,0.1977,SURFACE
ANXA1,THERAPEUTIC GLUCOCORTICOID,0.1047,SURFACE
ANXA1,Y-RFRP-3,0.5932,SURFACE
ANXA1,[125I]NPFF,0.5932,SURFACE
ANXA1,AMCINONIDE,0.1695,SURFACE
ANXA1,LOTEPREDNOL,0.2966,SURFACE
ANXA1,BECLOMETHASONE,0.0989,SURFACE
ANXA1,MOMETASONE,0.1318,SURFACE
ANXA1,PREDNISONE,0.0264,SURFACE
ANXA1,RF9,0.5932,SURFACE
ANXA1,THERAPEUTIC CORTICOSTEROID,0.0565,SURFACE
ANXA1,DESONIDE,0.3955,SURFACE
ANXA1,AC263093,1.1864,SURFACE
ANXA1,HALOBETASOL,0.3955,SURFACE
ANXA1,HYDROCORTAMATE,0.5932,SURFACE
ANXA1,COMPOUND 46 [PMID: 25268943],0.5932,SURFACE
ANXA1,STAUROSPORINE,0.0847,SURFACE
C3,CA2+,0.145,MUT
C3,OCTANOL,0.2762,MUT
C3,AL-78898A,5.8004,MUT
C3,AMY-101,5.8004,MUT
C3,PEGCETACOPLAN,2.9002,MUT
C3,CARBENOXOLONE,0.2417,MUT
C3,FLUFENAMIC ACID,0.1526,MUT
C3,CLOZAPINE,0.1196,MUT
C3,COMPSTATIN,11.6008,MUT
APP,VALILTRAMIPROSATE,1.5819,SURFACE
APP,CLIOQUINOL,0.0879,SURFACE
APP,PROPOFOL,0.051,SURFACE
APP,NIROGACESTAT,0.0565,SURFACE
APP,BAPINEUZUMAB,2.3729,SURFACE
APP,TRIAZINATE,1.5819,SURFACE
APP,GANTENERUMAB,2.3729,SURFACE
APP,NANOLUCIFERASE-LABELLED RELAXIN,0.791,SURFACE
APP,ML290,0.791,SURFACE
APP,ADUCANUMAB,3.1639,SURFACE
APP,TAMRLX,0.3955,SURFACE
APP,AZD5462,0.791,SURFACE
APP,A(4-24)(B7-24)H2,0.3955,SURFACE
APP,SOLANEZUMAB,2.3729,SURFACE
APP,GSK933776,2.3729,SURFACE
APP,CAPROSPINOL,0.791,SURFACE
APP,(B7-33)H2,0.791,SURFACE
APP,METHYLINOSITOL,0.2637,SURFACE
APP,"3,5-DICAFFEOYLQUINIC ACID",1.5819,SURFACE
APP,TRAMIPROSATE,2.3729,SURFACE
APP,RESVERATROL,0.0323,SURFACE
APP,VALILTRAMIPROSATE,0.791,SURFACE
APP,INSL3,0.3955,SURFACE
APP,EUROPIUM-LABELLED RELAXIN,0.791,SURFACE
APP,SCYLLITOL,0.791,SURFACE
APP,RELAXIN,0.3955,SURFACE
APP,AMILOMOTIDE,0.791,SURFACE
APP,CURCUMIN,0.0479,SURFACE
APP,2-CHLOROADENOSINE-5-TRIPHOSPHATE,0.113,SURFACE
APP,DAUNORUBICIN LIPOSOMAL,0.0174,SURFACE
APP,RELAXIN,0.3955,SURFACE
APP,COMPOUND 54,0.791,SURFACE
APP,INOSITOL,0.1055,SURFACE
APP,RELAXIN,0.791,SURFACE
APP,LECANEMAB,1.5819,SURFACE
APP,AMPHOTERICIN B LIPOSOMAL,0.1217,SURFACE
APP,GENTIAN VIOLET CATION,0.0416,SURFACE
APP,[125I]RELAXIN (HUMAN),0.791,SURFACE
APP,[33P]RELAXIN (HUMAN),0.3955,SURFACE
APP,B-R13/17K H2 RELAXIN,0.791,SURFACE
APP,HYDROXYCHLOROQUINE,0.0879,SURFACE
APP,FERULIC ACID,0.3164,SURFACE
APP,VANUTIDE CRIDIFICAR,0.791,SURFACE
APP,VANUTIDE CRIDIFICAR,0.791,SURFACE
APP,LECANEMAB,0.3955,SURFACE
APP,LY3540378,0.791,SURFACE
APP,RELAXIN-3,0.1977,SURFACE
APP,CONGO RED,0.0527,SURFACE
APP,T-817 MALEATE,0.3955,SURFACE
APP,CRENEZUMAB,0.791,SURFACE
APP,RELAXIN-1,0.3955,SURFACE
APP,BUNTANETAP,0.2637,SURFACE
APP,PARAROSANILINE,0.0719,SURFACE
APP,CRENEZUMAB,1.5819,SURFACE
APP,ISOCHLOROGENIC ACID B,0.791,SURFACE
APP,PTI-110,0.791,SURFACE
APP,FLORBETAPIR F-18,0.791,SURFACE
APP,SA10SC-RLX,0.791,SURFACE
APP,A(4-24)(F23A)H2,0.791,SURFACE
APP,RELAXIN,0.2637,SURFACE
APP,PRADEMAGENE ZAMIKERACEL,0.791,SURFACE
APP,DONANEMAB,0.791,SURFACE
APP,PONEZUMAB,2.3729,SURFACE
APP,AMILOMOTIDE,0.791,SURFACE
ATP2B1,METHYLPREDNISOLONE,0.0906,SURFACE
ATP2B1,CHLORPROMAZINE,0.0441,SURFACE
ATP2B1,DAIDZEIN,0.4078,SURFACE
ATP2B1,LYSOPHOSPHATIDYLCHOLINE,0.4078,SURFACE
ATP2B1,GD3+,0.2039,SURFACE
ATP2B1,PB2+,0.3263,SURFACE
ATP2B1,ROSIGLITAZONE,0.0742,SURFACE
ATP2B1,FLUFENAMIC ACID,0.0429,SURFACE
ATP2B1,HC-070,0.8157,SURFACE
ATP2B1,PROGESTERONE,0.0277,SURFACE
ATP2B1,BTD,1.6314,SURFACE
ATP2B1,CA2+,0.0408,SURFACE
ATP2B1,SKF96365,0.2719,SURFACE
ATP2B1,ML204,0.8157,SURFACE
ATP2B1,AM237,1.6314,SURFACE
ATP2B1,GENISTEIN,0.0281,SURFACE
ATP2B1,ANTIHYPERTENSIVE AGENT,0.4078,SURFACE
ATP2B1,GSMTX-4,0.5438,SURFACE
ATP2B1,M084,0.8157,SURFACE
ATP2B1,LA3+,0.1483,SURFACE
ATP2B1,BTP2,0.5438,SURFACE
ATP2B1,AC1903,1.6314,SURFACE
ATP2B1,PICO145,0.8157,SURFACE
ATP2B1,2-APB,0.102,SURFACE
ATP2B1,(-)-ENGLERIN A,0.8157,SURFACE
ATP2B1,RILUZOLE,0.0709,SURFACE
ATP2B1,KB-R7943,0.5438,SURFACE
ATP2B1,CLEMIZOLE,0.4078,SURFACE
ATP2B1,TONANTZITLOLONE,0.8157,SURFACE
ATP2B1,GFB-8438,1.6314,SURFACE
ATP2B1,GALANGIN,0.2039,SURFACE
ATP2B1,AM12,1.6314,SURFACE
APPL1,EUROPIUM-LABELLED INSL3,2.2697,SURFACE
APPL1,(DES 1-8) A-CHAIN INSL3 ANALOGUE,2.2697,SURFACE
APPL1,NANOLUC-INSL3,2.2697,SURFACE
APPL1,RLF-(A11-B10)-ISOPEPTIDE AMIDEA26 (XA11-B10),2.2697,SURFACE
APPL1,INSL3 [A(5-26):B(7-27)],2.2697,SURFACE
APPL1,[33P]RELAXIN (HUMAN),1.1349,SURFACE
APPL1,RELAXIN,1.1349,SURFACE
APPL1,[125I]INSL3 (HUMAN),2.2697,SURFACE
APPL1,RELAXIN-3,0.5674,SURFACE
APPL1,INSL3,1.1349,SURFACE
APPL1,RELAXIN,0.7566,SURFACE
APPL1,A(C10/15S)INSL3,2.2697,SURFACE
APPL1,RELAXIN,1.1349,SURFACE
APPL1,INSL3 B CHAIN DIMER ANALOGUE 8,2.2697,SURFACE
APPL1,RELAXIN-1,1.1349,SURFACE
